,ClocsCNN_0,ClocsCNN_1,ClocsCNN_2,val_auroc,test_auroc,test_tpr
282,0.02,0.81,0.17,0.9511004686355591,0.9534583687782288,0.8342671802369989
283,0.02,0.82,0.16,0.9510634541511536,0.9533869028091431,0.8328192780432923
284,0.02,0.83,0.15,0.9510253667831421,0.9533135294914246,0.8311910321599778
285,0.02,0.84,0.14,0.9509854316711426,0.953236997127533,0.8295629378259826
286,0.02,0.85,0.13,0.9509453773498535,0.9531580209732056,0.8278089060079
287,0.02,0.86,0.12,0.9509051442146301,0.9530759453773499,0.8258671045835788
288,0.02,0.87,0.11,0.9508625268936157,0.9529920220375061,0.8242520131811537
289,0.02,0.88,0.1,0.9508193731307983,0.9529056549072266,0.8226971171682342
290,0.02,0.89,0.09,0.9507737159729004,0.9528160095214844,0.820905076780947
291,0.02,0.9,0.08,0.9507259130477905,0.9527243971824646,0.8192065120136177
292,0.02,0.91,0.07,0.9506757259368896,0.9526300430297852,0.817147346466684
293,0.02,0.92,0.06,0.9506232738494873,0.9525328874588013,0.8154519465214967
294,0.02,0.93,0.05,0.9505689144134521,0.9524327516555786,0.8140289810793705
295,0.02,0.94,0.04,0.950514554977417,0.9523303508758545,0.8127181070244597
296,0.02,0.95,0.03,0.9504588842391968,0.9522257447242737,0.8117599846753328
297,0.02,0.96,0.02,0.9504032135009766,0.9521183371543884,0.8105633512525249
298,0.02,0.97,0.01,0.9503461718559265,0.9520084857940674,0.8093127111633102
299,0.02,0.98,0.0,0.9502887725830078,0.9518975019454956,0.8078960832381603
300,0.03,0.0,0.97,0.949737548828125,0.9508583545684814,0.8299907615535138
301,0.03,0.01,0.96,0.9498239159584045,0.9510355591773987,0.8309028553010833
302,0.03,0.02,0.95,0.9499074220657349,0.9512076377868652,0.8320300091899506
303,0.03,0.03,0.94,0.9499887228012085,0.9513727426528931,0.8330078053961256
304,0.03,0.04,0.93,0.9500684142112732,0.9515318870544434,0.8335709626655221
305,0.03,0.05,0.92,0.9501464366912842,0.9516850113868713,0.8340945439127575
306,0.03,0.06,0.91,0.95022052526474,0.9518325328826904,0.8351391950185133
307,0.03,0.07,0.9,0.9502918720245361,0.9519747495651245,0.8356676778037231
308,0.03,0.08,0.89,0.9503626823425293,0.9521104097366333,0.8364751325753443
309,0.03,0.09,0.88,0.9504321813583374,0.9522409439086914,0.8374601728389673
310,0.03,0.1,0.87,0.9504974484443665,0.9523649215698242,0.8387891088172607
311,0.03,0.11,0.86,0.9505616426467896,0.9524844288825989,0.8392062937825984
312,0.03,0.12,0.85,0.9506223201751709,0.9525982737541199,0.8400748532396396
313,0.03,0.13,0.84,0.9506832361221313,0.9527066946029663,0.840950257215015
314,0.03,0.14,0.83,0.9507415294647217,0.9528099298477173,0.8414177534051833
315,0.03,0.15,0.82,0.9507980942726135,0.952908992767334,0.8419639155009493
316,0.03,0.16,0.81,0.9508516788482666,0.9530029296875,0.8427081742065484
317,0.03,0.17,0.8,0.9509066343307495,0.953092098236084,0.843197217269854
318,0.03,0.18,0.79,0.9509595632553101,0.9531766176223755,0.8440062850533575
319,0.03,0.19,0.78,0.951011598110199,0.9532573223114014,0.8445256748794275
320,0.03,0.2,0.77,0.9510642290115356,0.9533330202102661,0.845117080941885
321,0.03,0.21,0.76,0.9511154890060425,0.9534049034118652,0.845667023110665
322,0.03,0.22,0.75,0.9511631727218628,0.9534723162651062,0.846040440632676
323,0.03,0.23,0.74,0.9512098431587219,0.9535366296768188,0.8461525871287345
324,0.03,0.24,0.73,0.9512565732002258,0.9535974264144897,0.8466436069222879
325,0.03,0.25,0.72,0.9513018131256104,0.9536547660827637,0.8466807061955788
326,0.03,0.26,0.71,0.951342761516571,0.9537091851234436,0.8468814787333873
327,0.03,0.27,0.7,0.9513803720474243,0.953760027885437,0.8470868886803571
328,0.03,0.28,0.69,0.9514145851135254,0.9538088440895081,0.8474793325305078
329,0.03,0.29,0.68,0.9514468908309937,0.953855037689209,0.8480809006636648
